Id,nombre,Y1_count,Y1_sum,Y1_mean,Y1_median,Y1_stdev,Y1_min,Y1_max,Y1_varianc,Y2_count,Y2_sum,Y2_mean,Y2_median,Y2_stdev,Y2_min,Y2_max,Y2_varianc,Y3_count,Y3_sum,Y3_mean,Y3_median,Y3_stdev,Y3_min,Y3_max,Y3_varianc,Y4_count,Y4_sum,Y4_mean,Y4_median,Y4_stdev,Y4_min,Y4_max,Y4_varianc,Y5_count,Y5_sum,Y5_mean,Y5_median,Y5_stdev,Y5_min,Y5_max,Y5_varianc,Y6_count,Y6_sum,Y6_mean,Y6_median,Y6_stdev,Y6_min,Y6_max,Y6_varianc,Y7_count,Y7_sum,Y7_mean,Y7_median,Y7_stdev,Y7_min,Y7_max,Y7_varianc,Y8_count,Y8_sum,Y8_mean,Y8_median,Y8_stdev,Y8_min,Y8_max,Y8_varianc,Y9_count,Y9_sum,Y9_mean,Y9_median,Y9_stdev,Y9_min,Y9_max,Y9_varianc,Y10_count,Y10_sum,Y10_mean,Y10_median,Y10_stdev,Y10_min,Y10_max,Y10_varian,Y11_count,Y11_sum,Y11_mean,Y11_median,Y11_stdev,Y11_min,Y11_max,Y11_varian,Y12_count,Y12_sum,Y12_mean,Y12_median,Y12_stdev,Y12_min,Y12_max,Y12_varian,Y13_count,Y13_sum,Y13_mean,Y13_median,Y13_stdev,Y13_min,Y13_max,Y13_varian,Y14_count,Y14_sum,Y14_mean,Y14_median,Y14_stdev,Y14_min,Y14_max,Y14_varian,Y15_count,Y15_sum,Y15_mean,Y15_median,Y15_stdev,Y15_min,Y15_max,Y15_varian,Y16_count,Y16_sum,Y16_mean,Y16_median,Y16_stdev,Y16_min,Y16_max,Y16_varian,Y17_count,Y17_sum,Y17_mean,Y17_median,Y17_stdev,Y17_min,Y17_max,Y17_varian,Y18_count,Y18_sum,Y18_mean,Y18_median,Y18_stdev,Y18_min,Y18_max,Y18_varian,Y19_count,Y19_sum,Y19_mean,Y19_median,Y19_stdev,Y19_min,Y19_max,Y19_varian,Y20_count,Y20_sum,Y20_mean,Y20_median,Y20_stdev,Y20_min,Y20_max,Y20_varian,Y21_count,Y21_sum,Y21_mean,Y21_median,Y21_stdev,Y21_min,Y21_max,Y21_varian,Y22_count,Y22_sum,Y22_mean,Y22_median,Y22_stdev,Y22_min,Y22_max,Y22_varian,Y23_count,Y23_sum,Y23_mean,Y23_median,Y23_stdev,Y23_min,Y23_max,Y23_varian,Y24_count,Y24_sum,Y24_mean,Y24_median,Y24_stdev,Y24_min,Y24_max,Y24_varian,Y25_count,Y25_sum,Y25_mean,Y25_median,Y25_stdev,Y25_min,Y25_max,Y25_varian,Y26_count,Y26_sum,Y26_mean,Y26_median,Y26_stdev,Y26_min,Y26_max,Y26_varian,Y27_count,Y27_sum,Y27_mean,Y27_median,Y27_stdev,Y27_min,Y27_max,Y27_varian,Y28_count,Y28_sum,Y28_mean,Y28_median,Y28_stdev,Y28_min,Y28_max,Y28_varian,Y29_count,Y29_sum,Y29_mean,Y29_median,Y29_stdev,Y29_min,Y29_max,Y29_varian,Y30_count,Y30_sum,Y30_mean,Y30_median,Y30_stdev,Y30_min,Y30_max,Y30_varian,Y31_count,Y31_sum,Y31_mean,Y31_median,Y31_stdev,Y31_min,Y31_max,Y31_varian,Y32_count,Y32_sum,Y32_mean,Y32_median,Y32_stdev,Y32_min,Y32_max,Y32_varian,Y33_count,Y33_sum,Y33_mean,Y33_median,Y33_stdev,Y33_min,Y33_max,Y33_varian,Y34_count,Y34_sum,Y34_mean,Y34_median,Y34_stdev,Y34_min,Y34_max,Y34_varian,Y35_count,Y35_sum,Y35_mean,Y35_median,Y35_stdev,Y35_min,Y35_max,Y35_varian,Y36_count,Y36_sum,Y36_mean,Y36_median,Y36_stdev,Y36_min,Y36_max,Y36_varian,Y37_count,Y37_sum,Y37_mean,Y37_median,Y37_stdev,Y37_min,Y37_max,Y37_varian,Y38_count,Y38_sum,Y38_mean,Y38_median,Y38_stdev,Y38_min,Y38_max,Y38_varian,Y39_count,Y39_sum,Y39_mean,Y39_median,Y39_stdev,Y39_min,Y39_max,Y39_varian
0,Piura,99,5945.5861,60.05642526,10.76989937,100.3287115,0.894934058,475.5427856,10065.85035,99,201408.1497,2034.425754,1859.442017,1026.040209,541.038269,4071.678467,1052758.511,99,18414.36159,186.0036525,115.0389023,214.6306014,6.812309265,1184.804199,46066.29507,99,9480.560613,95.76323851,52.28721619,114.1108616,2.271924973,523.7033081,13021.28873,99,10891.39071,110.0140476,29.47465706,156.8332045,4.149356365,762.0362549,24596.65402,99,34114.37681,344.5896647,324.6066589,255.5362587,13.74177361,1052.955322,65298.77949,99,9641.609027,97.38999017,25.98756409,136.8828771,4.79429245,682.5501099,18736.92206,99,29037.26449,293.3057019,233.995163,276.9045455,6.042957306,1262.520752,76676.12733,99,7732.066889,78.10168575,23.67139053,108.8314742,0.35098061,498.1019592,11844.28978,99,10511.77114,106.1795065,30.82208252,151.4691233,1.96610558,698.0067139,22942.8953,99,46416.43766,468.8529057,475.0454712,334.9007899,41.76974487,1161.393555,112158.5391,99,38224.46245,386.1056813,291.3933716,344.7516784,17.99782181,1423.762085,118853.7197,99,28061.66039,283.451115,161.2173157,301.7461299,11.20510101,1150.538086,91050.72694,99,14752.43989,149.0145443,84.19745636,160.1480937,8.972661972,772.2908325,25647.4119,99,9794.178259,98.93109352,31.25258064,144.4481213,2.703117132,750.331604,20865.25976,99,14362.76733,145.0784579,94.49813843,140.3231038,8.473366737,632.6993408,19690.57346,99,198558.9317,2005.645775,1857.994385,784.0713917,553.9235229,3541.839844,614767.9473,99,34726.80904,350.7758489,203.9584656,350.3301252,21.49314117,1614.973999,122731.1967,99,29967.50346,302.7020552,159.3917084,329.0139273,7.806536198,1380.339722,108250.1644,99,49531.88126,500.3220329,562.6217041,326.1046114,36.46844101,1335.985474,106344.2176,99,50073.91904,505.7971621,546.3968506,331.3861851,43.17764664,1396.142456,109816.8037,99,12905.26785,130.3562409,68.95384979,148.7726133,5.543476582,741.7201538,22133.29048,99,9396.695624,94.91611741,36.84126282,122.9401281,3.475404263,629.5361328,15114.2751,99,16981.49649,171.5302675,92.24689484,206.7586649,5.788397789,912.5917358,42749.1455,99,33262.1546,335.9813596,235.740921,315.5509233,18.41236496,1399.086182,99572.3852,99,13144.29492,132.7706558,55.62347031,181.8236272,4.348255634,973.8452759,33059.83139,99,56556.65294,571.2793227,576.8834839,416.8736842,31.37872124,1551.166992,173783.6686,99,35596.85646,359.5642067,275.4195557,343.831152,20.20553589,1801.098389,118219.8611,99,30538.77348,308.4724594,300.3157959,235.9095411,26.77491188,1153.036011,55653.31159,99,16513.32858,166.8012988,58.91318512,213.8257459,6.188285828,1068.056519,45721.44962,99,51460.17009,519.7996979,528.7739868,399.6265476,25.26651573,1571.58667,159701.3775,99,19936.89749,201.3828029,158.8921051,172.9188796,22.77584648,887.6193848,29900.93891,99,12378.0631,125.0309405,53.58218765,169.2873992,2.570486307,873.1844482,28658.22352,99,28685.05072,289.7479871,259.3493347,261.31405,9.022014618,990.1728516,68285.03271,99,33446.65918,337.8450423,320.2115479,238.204916,28.5256958,1120.694458,56741.58201,99,68859.10551,695.5465203,715.4251709,539.5127683,26.03404999,1898.094482,291074.0272,99,11976.73792,120.9771507,52.71786499,164.6370977,3.88120842,906.4140625,27105.37393,99,31203.91097,315.1910199,332.3146973,253.8389043,11.69828224,1239.167725,64434.18934,99,12995.08994,131.2635348,60.05215454,149.0328559,5.820469856,677.0855103,22210.79214
