Id,nombre,M1_count,M1_sum,M1_mean,M1_median,M1_stdev,M1_min,M1_max,M1_varianc,M2_count,M2_sum,M2_mean,M2_median,M2_stdev,M2_min,M2_max,M2_varianc,M3_count,M3_sum,M3_mean,M3_median,M3_stdev,M3_min,M3_max,M3_varianc,M4_count,M4_sum,M4_mean,M4_median,M4_stdev,M4_min,M4_max,M4_varianc,M5_count,M5_sum,M5_mean,M5_median,M5_stdev,M5_min,M5_max,M5_varianc,M6_count,M6_sum,M6_mean,M6_median,M6_stdev,M6_min,M6_max,M6_varianc,M7_count,M7_sum,M7_mean,M7_median,M7_stdev,M7_min,M7_max,M7_varianc,M8_count,M8_sum,M8_mean,M8_median,M8_stdev,M8_min,M8_max,M8_varianc,M9_count,M9_sum,M9_mean,M9_median,M9_stdev,M9_min,M9_max,M9_varianc,M10_count,M10_sum,M10_mean,M10_median,M10_stdev,M10_min,M10_max,M10_varian,M11_count,M11_sum,M11_mean,M11_median,M11_stdev,M11_min,M11_max,M11_varian,M12_count,M12_sum,M12_mean,M12_median,M12_stdev,M12_min,M12_max,M12_varian
0,Piura,99,4519.45562,45.65106687,44.61074066,26.77952024,8.403503418,153.8951263,717.1427044,99,8538.258542,86.24503577,86.06330109,57.2705902,6.808149815,293.8460388,3279.920502,99,12754.19975,128.8303005,135.6361847,91.15205775,8.128354073,342.5289917,8308.697631,99,4993.0098,50.43444243,39.68861389,43.59759128,4.142687798,181.4997864,1900.749965,99,1138.725199,11.50227474,9.094397545,9.972231913,1.418783188,54.95569229,99.44540932,99,228.0152735,2.303184581,1.871631265,1.518758165,0.12268129,6.526510715,2.306626363,99,31.50921139,0.318274863,0.135932609,0.433737513,0.019659862,2.121710062,0.18812823,99,39.40726933,0.398053226,0.114674203,0.617033291,0.003987338,2.608388186,0.380730082,99,106.7219807,1.077999805,0.2993249,1.978726222,0.000696669,9.15067482,3.915357461,99,384.5561613,3.88440567,0.527548969,7.302411364,0.107201397,36.21147537,53.32521173,99,416.4960422,4.207030729,0.796029806,8.032855723,0.138685316,39.86335754,64.52677107,99,1227.739435,12.40140844,5.258381844,16.00972807,1.127429843,77.20318604,256.3113927
